bairro_group,room_type,latitude,longitude,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,price
Manhattan,Entire home/apt,40.74149,-73.99701,3,4,1.17,1,58,139
Manhattan,Entire home/apt,40.75726,-73.9953,5,1,0.06,1,0,90
Brooklyn,Entire home/apt,40.68709,-73.95444,3,93,2.78,1,13,125
Brooklyn,Entire home/apt,40.66749,-73.95556,45,1,0.09,1,2,70
Manhattan,Entire home/apt,40.74578,-73.98076,1,3,0.08,2,0,130
Brooklyn,Entire home/apt,40.69374,-73.96727,4,2,0.06,2,22,150
Manhattan,Private room,40.80902,-73.96716,3,1,1.0,1,188,65
Brooklyn,Entire home/apt,40.69407,-73.94275,5,4,0.22,1,3,196
Manhattan,Entire home/apt,40.76208,-73.97172,2,4,2.22,1,263,750
Manhattan,Private room,40.8259,-73.94962,7,2,0.06,1,0,48
Manhattan,Private room,40.76393,-73.97594,1,0,0.0,14,245,400
Brooklyn,Private room,40.65763,-73.96029,2,108,1.61,2,296,64
Manhattan,Entire home/apt,40.80134,-73.96897,1,19,4.45,1,65,120
Manhattan,Private room,40.72444,-73.98136,3,1,0.03,1,0,80
Manhattan,Private room,40.78156,-73.97796,29,10,0.36,1,241,85
Brooklyn,Private room,40.71993,-73.94479,1,0,0.0,1,0,50
Brooklyn,Private room,40.68185,-73.90455,7,0,0.0,1,0,30
Brooklyn,Entire home/apt,40.71058,-73.96243,3,14,0.2,2,0,147
Brooklyn,Private room,40.70243,-73.92978,3,47,1.25,2,46,77
Brooklyn,Entire home/apt,40.68589,-73.95759,1,0,0.0,1,0,110
Brooklyn,Entire home/apt,40.71301,-73.95845,2,13,2.5,1,27,128
Manhattan,Entire home/apt,40.77093,-73.95485,3,12,1.08,1,0,86
Queens,Private room,40.70605,-73.90374,1,14,1.7,1,272,50
Manhattan,Private room,40.82681,-73.9426,5,2,0.05,1,0,35
Manhattan,Entire home/apt,40.72469,-73.99111,3,1,0.05,1,0,250
Manhattan,Entire home/apt,40.73563,-73.99846,4,1,0.7,1,0,500
Brooklyn,Entire home/apt,40.68726,-73.94176,21,2,0.65,1,250,125
Brooklyn,Private room,40.70549,-73.91527,2,34,1.33,3,319,69
Manhattan,Entire home/apt,40.7795,-73.98258,4,2,0.05,1,0,175
Manhattan,Entire home/apt,40.73976,-74.00953,10,11,0.76,1,365,200
Manhattan,Entire home/apt,40.73504,-74.00658,7,14,0.23,1,222,288
Manhattan,Entire home/apt,40.76455,-73.98855,5,2,0.05,1,0,140
Brooklyn,Entire home/apt,40.67288,-73.95444,30,4,0.25,3,292,115
Brooklyn,Entire home/apt,40.63682,-73.9676,3,0,0.0,2,0,70
Manhattan,Entire home/apt,40.74318,-73.9982,1,6,0.13,1,0,129
Manhattan,Entire home/apt,40.73245,-74.00328,3,13,2.36,3,115,190
Brooklyn,Private room,40.7138,-73.96043,13,14,0.56,1,145,98
Brooklyn,Entire home/apt,40.71262,-73.96251,2,38,1.32,1,94,199
Manhattan,Private room,40.71615,-73.99539,1,42,0.98,1,0,99
Bronx,Entire home/apt,40.81897,-73.92735,1,0,0.0,1,0,159
Brooklyn,Entire home/apt,40.688,-73.97185,3,2,0.32,1,107,80
Manhattan,Private room,40.85509,-73.93236,1,1,0.02,1,0,28
Manhattan,Entire home/apt,40.76213,-73.99972,30,1,0.03,121,365,239
Manhattan,Private room,40.73909,-73.9788,15,0,0.0,1,0,70
Manhattan,Entire home/apt,40.73532,-74.00448,4,27,0.39,1,0,144
Manhattan,Entire home/apt,40.80521,-73.95213,31,3,0.08,1,0,145
Brooklyn,Shared room,40.59823,-73.95909,2,5,0.66,10,0,30
Queens,Private room,40.75529,-73.92961,1,4,1.62,1,107,50
Manhattan,Entire home/apt,40.78618,-73.97339,4,38,0.56,1,3,299
Brooklyn,Entire home/apt,40.69481,-73.98422,1,15,0.59,1,87,225
Brooklyn,Private room,40.64801,-73.97562,3,4,0.09,1,290,90
Brooklyn,Entire home/apt,40.62392,-73.93554,1,28,2.02,1,265,200
Manhattan,Entire home/apt,40.71638,-73.99167,15,9,0.1,1,190,250
Brooklyn,Private room,40.68931,-73.95097,2,1,0.1,1,343,90
Manhattan,Entire home/apt,40.8075,-73.96679,3,0,0.0,1,40,103
Brooklyn,Private room,40.71694,-73.95628,1,148,3.81,1,303,89
Brooklyn,Private room,40.70644,-73.93968,3,2,0.06,1,0,60
Queens,Private room,40.75533,-73.87804,1,81,2.32,2,127,40
Brooklyn,Entire home/apt,40.68729,-73.96766,2,0,0.0,2,37,125
Queens,Private room,40.71032,-73.91461,7,0,0.0,1,0,69
Brooklyn,Private room,40.65859,-73.96196,6,10,0.21,1,0,40
Bronx,Entire home/apt,40.86673,-73.845,3,75,2.74,1,146,119
Manhattan,Shared room,40.76437,-73.98775,1,1,0.21,3,212,100
Manhattan,Entire home/apt,40.70512,-74.01097,1,1,1.0,1,16,200
Manhattan,Private room,40.80296,-73.94399,5,39,1.2,5,271,60
Brooklyn,Entire home/apt,40.712,-73.96666,1,1,0.02,1,0,157
Brooklyn,Entire home/apt,40.67958,-73.93687,3,104,1.36,1,275,125
Queens,Private room,40.72887,-73.79206,2,0,0.0,1,0,75
Brooklyn,Entire home/apt,40.6857,-73.99183,2,4,0.04,1,0,140
Bronx,Private room,40.81217,-73.91777,5,21,0.78,4,334,41
Brooklyn,Private room,40.68379,-73.92932,3,1,0.05,2,0,45
Brooklyn,Entire home/apt,40.65596,-73.97951,1,5,2.21,3,232,55
Brooklyn,Private room,40.66061,-73.94712,2,2,0.74,6,364,40
Manhattan,Private room,40.79295,-73.93808,3,21,0.77,1,0,62
Manhattan,Private room,40.79004,-73.97308,1,0,0.0,1,157,99
Manhattan,Private room,40.80219,-73.94383,1,107,5.55,2,365,150
Manhattan,Entire home/apt,40.72113,-73.99595,1,16,2.81,1,328,418
Manhattan,Entire home/apt,40.74469,-73.98037,2,5,2.05,1,10,120
Manhattan,Private room,40.82957,-73.94535,3,89,2.59,2,37,60
Brooklyn,Private room,40.71417,-73.95867,6,2,1.46,1,4,69
Brooklyn,Entire home/apt,40.6885,-73.99443,5,53,1.44,1,99,175
Manhattan,Entire home/apt,40.77878,-73.95056,2,10,0.45,1,3,265
Brooklyn,Private room,40.63867,-74.00681,1,12,1.37,5,66,29
Manhattan,Private room,40.74983,-73.98646,5,1,0.05,1,0,70
Manhattan,Private room,40.74772,-73.99146,3,6,0.84,1,12,110
Manhattan,Private room,40.70842,-74.00519,7,1,1.0,13,358,169
Brooklyn,Private room,40.70254,-73.92471,1,8,0.96,1,64,33
Brooklyn,Private room,40.65221,-73.93634,5,4,0.15,1,0,21
Brooklyn,Private room,40.65678,-73.95154,2,5,0.16,1,364,99
Brooklyn,Entire home/apt,40.71592,-73.96265,5,35,0.9,1,290,170
Brooklyn,Private room,40.68706,-73.93077,2,21,0.36,7,58,67
Manhattan,Private room,40.78593,-73.94169,1,1,0.02,1,0,60
Brooklyn,Private room,40.60059,-73.95899,1,3,0.06,2,0,139
Brooklyn,Entire home/apt,40.69343,-73.98171,15,0,0.0,1,283,150
Queens,Private room,40.73018,-73.87172,1,20,6.32,4,156,57
Brooklyn,Private room,40.71881,-73.93965,5,2,0.23,1,0,70
Manhattan,Entire home/apt,40.74441,-73.99915,4,11,0.35,1,0,250
Brooklyn,Entire home/apt,40.664,-73.99233,2,4,4.0,2,296,135
Brooklyn,Private room,40.64861,-73.94983,2,9,0.4,4,4,48
Brooklyn,Private room,40.68566,-73.90909,5,25,1.96,1,64,70
Brooklyn,Private room,40.71279,-73.96291,2,6,0.16,1,0,80
Bronx,Private room,40.84559,-73.89815,7,22,0.61,2,68,41
Manhattan,Entire home/apt,40.7898,-73.9708,1,0,0.0,1,0,200
Manhattan,Entire home/apt,40.76294,-73.98574,30,1,0.09,87,329,199
Manhattan,Entire home/apt,40.79183,-73.97172,3,24,0.3,1,0,199
Brooklyn,Entire home/apt,40.71371,-73.96236,2,28,0.55,1,0,225
Manhattan,Entire home/apt,40.81454,-73.93616,4,6,0.16,2,0,130
Brooklyn,Entire home/apt,40.66158,-73.95999,1,2,0.05,1,0,40
Manhattan,Entire home/apt,40.73213,-73.98517,5,24,0.71,1,17,249
Manhattan,Entire home/apt,40.74696,-73.9746,2,2,0.11,1,0,250
Bronx,Private room,40.88599,-73.89868,6,0,0.0,2,0,45
Manhattan,Entire home/apt,40.76392,-73.99514,1,1,0.03,1,0,150
Brooklyn,Private room,40.69749,-73.9336,9,0,0.0,3,0,50
Brooklyn,Private room,40.57774,-74.01022,1,2,0.05,3,0,97
Brooklyn,Private room,40.68696,-73.92905,1,7,0.19,1,0,45
Brooklyn,Entire home/apt,40.70894,-73.94142,1,4,0.17,3,0,200
Manhattan,Private room,40.81264,-73.94231,1,3,0.46,1,0,60
Manhattan,Entire home/apt,40.71564,-73.99169,1,3,0.07,1,0,150
Manhattan,Entire home/apt,40.73178,-73.98842,2,48,1.07,1,211,250
Manhattan,Private room,40.77564,-73.94551,1,10,1.69,2,0,100
Brooklyn,Entire home/apt,40.68464,-73.92268,2,89,5.59,1,35,120
Manhattan,Entire home/apt,40.85197,-73.92853,1,4,0.95,1,0,74
Manhattan,Private room,40.7294,-73.98021,4,12,0.33,1,0,110
Brooklyn,Entire home/apt,40.68633,-73.97164,2,15,0.64,1,4,180
Manhattan,Private room,40.74614,-74.00168,5,0,0.0,1,79,150
Manhattan,Private room,40.80581,-73.95,6,40,0.8,2,329,69
Brooklyn,Entire home/apt,40.71316,-73.95648,7,7,0.1,1,0,98
Brooklyn,Entire home/apt,40.73144,-73.95745,2,0,0.0,1,0,110
Queens,Private room,40.74527,-73.91693,1,10,0.16,2,184,60
Manhattan,Entire home/apt,40.72476,-73.97643,4,34,0.52,2,239,250
Manhattan,Private room,40.80576,-73.95832,3,49,1.46,1,2,85
Manhattan,Shared room,40.77903,-73.95238,30,22,0.58,6,294,45
Manhattan,Private room,40.72883,-74.00145,1,43,2.04,1,145,130
Brooklyn,Entire home/apt,40.69162,-73.99252,30,6,0.14,1,0,250
Brooklyn,Entire home/apt,40.65099,-73.95596,2,90,4.79,1,73,95
Manhattan,Entire home/apt,40.7765,-73.97914,5,0,0.0,1,0,230
Brooklyn,Private room,40.71365,-73.94822,4,9,0.36,2,36,80
Manhattan,Shared room,40.72486,-73.98121,1,4,4.0,1,55,70
Brooklyn,Private room,40.69025,-73.91251,1,23,0.69,1,290,65
Manhattan,Entire home/apt,40.75298,-73.96919,2,50,3.74,2,92,199
Brooklyn,Private room,40.68374,-73.96719,1,67,1.85,1,310,60
Manhattan,Entire home/apt,40.75654,-73.99173,3,0,0.0,1,341,320
Brooklyn,Entire home/apt,40.68851,-73.98655,30,3,0.07,21,312,130
Brooklyn,Entire home/apt,40.71154,-73.95795,5,1,0.07,1,0,99
Manhattan,Entire home/apt,40.76684,-73.95944,7,39,0.41,1,44,169
Manhattan,Private room,40.75721,-73.98013,1,8,4.21,7,50,150
Manhattan,Entire home/apt,40.77951,-73.97765,5,3,0.49,1,0,200
Brooklyn,Private room,40.7052,-73.93017,1,6,0.53,7,343,49
Brooklyn,Private room,40.71846,-73.94489,3,6,0.3,3,0,95
Manhattan,Private room,40.74404,-73.97217,30,2,0.07,96,303,135
Manhattan,Entire home/apt,40.79408,-73.97392,5,0,0.0,1,13,150
Manhattan,Entire home/apt,40.86958,-73.9172,4,9,0.65,1,364,225
Manhattan,Entire home/apt,40.75816,-73.97004,2,3,0.46,1,0,149
Queens,Entire home/apt,40.7416,-73.90684,3,88,2.25,1,303,120
Manhattan,Private room,40.85457,-73.92778,1,5,4.69,1,130,66
Manhattan,Entire home/apt,40.77472,-73.98641,3,33,0.91,2,0,110
Queens,Private room,40.74336,-73.89438,30,2,0.9,15,7,35
Manhattan,Entire home/apt,40.75254,-73.99471,3,2,0.15,1,0,190
Brooklyn,Private room,40.69718,-73.92328,1,2,2.0,1,55,44
Brooklyn,Entire home/apt,40.67998,-73.96743,3,12,0.2,1,4,140
Manhattan,Private room,40.7915,-73.97197,3,0,0.0,1,0,95
Staten Island,Entire home/apt,40.61135,-74.06356,3,19,0.28,1,258,75
Brooklyn,Entire home/apt,40.69982,-73.92321,30,0,0.0,1,360,170
Brooklyn,Entire home/apt,40.69305,-73.93185,2,370,3.74,1,204,175
Manhattan,Entire home/apt,40.72113,-74.00478,3,73,1.23,1,282,600
Queens,Private room,40.70716,-73.89906,1,275,4.64,2,329,60
Brooklyn,Entire home/apt,40.65247,-74.00994,2,1,0.08,1,0,120
Queens,Entire home/apt,40.77121,-73.9171,2,9,0.26,1,0,70
Brooklyn,Private room,40.70868,-73.95343,3,152,2.67,1,147,89
Queens,Private room,40.76317,-73.92208,21,0,0.0,1,0,75
Manhattan,Entire home/apt,40.73295,-73.992,4,4,0.3,1,43,250
Manhattan,Entire home/apt,40.71938,-73.9952,31,9,0.24,5,221,90
Brooklyn,Entire home/apt,40.72572,-73.94031,30,0,0.0,52,349,159
Brooklyn,Entire home/apt,40.67665,-73.96985,7,1,0.06,1,0,96
Manhattan,Private room,40.77156,-73.98284,2,60,1.47,1,317,280
Queens,Entire home/apt,40.76361,-73.91793,5,15,0.19,1,260,140
Brooklyn,Entire home/apt,40.71617,-73.95379,5,54,1.38,1,274,350
Manhattan,Shared room,40.7441,-73.97224,1,0,0.0,1,0,200
Brooklyn,Shared room,40.69329,-73.91328,30,3,0.16,5,344,15
Manhattan,Private room,40.81307,-73.93854,1,73,1.08,1,309,80
Brooklyn,Entire home/apt,40.6758,-73.96251,3,10,0.3,1,188,95
Manhattan,Private room,40.7492,-73.99073,1,22,9.85,9,319,100
Manhattan,Entire home/apt,40.72171,-73.98334,3,10,0.14,1,0,99
Queens,Entire home/apt,40.75558,-73.81019,6,30,1.34,7,174,298
Brooklyn,Private room,40.6896,-73.97238,14,0,0.0,1,0,150
Brooklyn,Private room,40.67011,-73.92544,1,27,0.75,2,365,100
Queens,Entire home/apt,40.78141,-73.84506,3,30,2.49,1,55,60
Manhattan,Entire home/apt,40.73807,-73.98187,30,23,0.61,2,33,131
Manhattan,Shared room,40.76059,-73.98865,1,1,0.04,1,0,105
Brooklyn,Private room,40.70276,-73.92899,1,1,1.0,1,39,70
Manhattan,Entire home/apt,40.76292,-73.99219,60,0,0.0,1,177,350
Brooklyn,Entire home/apt,40.66939,-73.94839,2,55,0.91,1,306,220
Manhattan,Private room,40.85719,-73.93573,2,34,0.56,1,365,185
Brooklyn,Private room,40.70928,-73.9659,3,4,0.16,1,0,68
Manhattan,Entire home/apt,40.76322,-73.99005,30,8,0.28,91,159,109
Brooklyn,Entire home/apt,40.69487,-73.95583,2,1,0.68,1,6,200
Manhattan,Private room,40.73571,-73.99694,1,0,0.0,2,353,425
Manhattan,Private room,40.80161,-73.94277,1,7,0.2,1,0,75
Brooklyn,Private room,40.57987,-73.95889,1,43,3.82,5,283,65
Manhattan,Private room,40.70457,-74.00952,1,107,3.21,2,62,124
Queens,Entire home/apt,40.75535,-73.92609,2,4,0.09,1,0,100
Manhattan,Entire home/apt,40.7503,-73.97605,30,0,0.0,50,365,200
Brooklyn,Private room,40.68886,-73.91906,5,65,2.18,1,60,95
Brooklyn,Entire home/apt,40.71051,-73.96564,2,0,0.0,1,4,145
Manhattan,Entire home/apt,40.72768,-74.00233,5,24,0.58,2,321,500
Brooklyn,Private room,40.65292,-73.95229,5,2,1.07,5,159,45
Brooklyn,Entire home/apt,40.65168,-73.96411,3,13,0.91,1,7,100
Brooklyn,Entire home/apt,40.7158,-73.95803,6,1,0.02,1,233,350
Bronx,Private room,40.85912,-73.89254,3,0,0.0,2,0,59
Queens,Private room,40.74597,-73.91434,3,26,1.82,1,1,55
Brooklyn,Private room,40.68847,-73.913,1,3,0.16,2,0,70
Brooklyn,Private room,40.69555,-73.93444,1,3,0.12,1,0,40
Brooklyn,Entire home/apt,40.68562,-73.94042,2,34,1.11,1,180,300
Brooklyn,Entire home/apt,40.67352,-73.95633,7,45,1.06,3,161,80
Manhattan,Private room,40.75796,-73.99522,1,0,0.0,10,343,166
Queens,Entire home/apt,40.7613,-73.9153,1,0,0.0,1,0,125
Queens,Private room,40.76868,-73.78871,1,16,3.61,3,142,39
Brooklyn,Entire home/apt,40.72043,-73.94253,30,8,0.26,8,152,80
Manhattan,Entire home/apt,40.75065,-73.98204,29,0,0.0,31,327,155
Brooklyn,Private room,40.646,-73.90189,2,35,3.85,4,176,59
Manhattan,Entire home/apt,40.70815,-74.00438,3,5,0.66,1,37,199
Brooklyn,Shared room,40.62329,-74.02136,10,1,1.0,12,0,24
Manhattan,Entire home/apt,40.72699,-74.0012,30,3,0.05,9,333,110
Brooklyn,Entire home/apt,40.67856,-74.01584,3,17,1.42,1,6,100
Brooklyn,Private room,40.64245,-73.94603,1,1,0.38,5,0,48
Manhattan,Entire home/apt,40.72712,-74.00065,1,11,0.91,10,300,393
Brooklyn,Entire home/apt,40.66034,-73.95981,2,64,2.24,2,337,225
Brooklyn,Private room,40.66916,-73.95125,2,5,0.12,1,0,55
Manhattan,Entire home/apt,40.74285,-73.97468,5,1,0.02,1,0,150
Brooklyn,Private room,40.68605,-73.94528,2,18,2.23,2,18,41
Queens,Private room,40.75602,-73.88111,4,2,0.09,1,355,49
Queens,Entire home/apt,40.73157,-73.83263,7,0,0.0,1,0,65
Queens,Private room,40.75236,-73.75519,2,2,0.11,1,0,41
Brooklyn,Entire home/apt,40.70267,-73.9364,4,68,2.26,1,16,160
Manhattan,Entire home/apt,40.72208,-73.97779,1,17,0.77,1,11,185
Manhattan,Entire home/apt,40.7241,-74.0042,2,18,1.83,1,9,250
Brooklyn,Shared room,40.62787,-73.94276,5,0,0.0,1,0,27
Manhattan,Entire home/apt,40.74658,-73.98298,29,0,0.0,96,325,279
Manhattan,Entire home/apt,40.82425,-73.9552,2,49,1.92,1,14,95
Brooklyn,Entire home/apt,40.66595,-73.97973,4,22,3.01,1,67,195
Manhattan,Entire home/apt,40.78283,-73.97206,13,2,0.03,1,0,199
Brooklyn,Entire home/apt,40.6549,-73.95432,3,0,0.0,1,0,95
Bronx,Private room,40.86615,-73.84185,1,6,0.4,4,0,35
Manhattan,Entire home/apt,40.80317,-73.95559,1,2,1.22,1,85,350
Brooklyn,Entire home/apt,40.63382,-73.90502,1,82,6.97,1,302,155
Queens,Entire home/apt,40.7032,-73.89571,4,2,2.0,2,146,220
Manhattan,Entire home/apt,40.80678,-73.94976,4,130,3.33,1,53,175
Queens,Private room,40.76838,-73.92564,2,4,0.18,2,177,60
Bronx,Private room,40.83372,-73.91187,2,0,0.0,2,81,70
Queens,Entire home/apt,40.70925,-73.85262,3,28,1.21,3,209,97
Brooklyn,Entire home/apt,40.66317,-73.98465,1,2,0.07,2,0,175
Queens,Entire home/apt,40.74823,-73.90352,2,10,4.23,1,62,189
Brooklyn,Private room,40.68597,-73.91417,1,1,0.02,1,0,35
Brooklyn,Private room,40.69907,-73.92348,30,0,0.0,1,0,150
Manhattan,Shared room,40.76424,-73.98916,1,8,6.32,7,357,69
Manhattan,Private room,40.80012,-73.96441,1,2,0.05,1,0,50
Brooklyn,Private room,40.65618,-73.95664,4,26,1.81,1,73,55
Manhattan,Private room,40.75744,-73.9936,1,6,0.14,1,0,90
Brooklyn,Private room,40.60475,-73.95987,7,0,0.0,1,0,45
Manhattan,Private room,40.72777,-73.97951,3,0,0.0,1,91,180
Brooklyn,Entire home/apt,40.67876,-73.9715,1,4,0.08,1,0,75
Manhattan,Entire home/apt,40.72652,-73.98966,2,29,1.58,1,38,250
Brooklyn,Shared room,40.67916,-73.9114,1,11,1.49,17,85,24
Brooklyn,Entire home/apt,40.67023,-73.99235,2,19,1.03,4,363,349
Brooklyn,Entire home/apt,40.72049,-73.96027,3,7,0.21,1,54,180
Brooklyn,Entire home/apt,40.66922,-73.94682,15,9,0.19,1,0,70
Brooklyn,Entire home/apt,40.70844,-73.96693,3,19,0.73,1,218,140
Queens,Private room,40.69252,-73.80272,1,23,1.75,4,114,85
Brooklyn,Private room,40.63646,-74.02396,3,0,0.0,1,327,65
Brooklyn,Entire home/apt,40.68132,-73.99169,2,14,2.05,1,119,175
Manhattan,Entire home/apt,40.7294,-73.98664,1,0,0.0,1,355,290
Brooklyn,Entire home/apt,40.67009,-73.98492,13,23,2.35,1,0,123
Manhattan,Private room,40.81634,-73.95735,7,0,0.0,1,0,35
Brooklyn,Private room,40.68875,-73.92377,2,39,0.86,3,99,38
Queens,Private room,40.7591,-73.9278,2,105,2.94,3,21,49
Brooklyn,Private room,40.68057,-73.94585,1,3,1.32,1,175,81
Brooklyn,Entire home/apt,40.684,-73.98859,1,183,3.74,1,196,99
Manhattan,Entire home/apt,40.72878,-73.98478,20,0,0.0,2,180,129
Brooklyn,Entire home/apt,40.62241,-74.02863,4,3,0.48,3,295,115
Manhattan,Entire home/apt,40.76147,-73.98589,29,2,0.85,327,354,177
Brooklyn,Entire home/apt,40.6471,-74.0075,3,74,2.27,1,83,138
Brooklyn,Private room,40.67869,-73.95498,1,1,0.02,1,0,75
Queens,Private room,40.77199,-73.93159,15,1,0.02,2,0,55
Queens,Entire home/apt,40.74548,-73.91833,5,0,0.0,1,0,75
Manhattan,Entire home/apt,40.75546,-73.99701,5,9,0.25,2,0,189
Manhattan,Private room,40.79572,-73.9481,1,3,0.13,2,0,165
Manhattan,Entire home/apt,40.77531,-73.95165,6,2,0.09,1,0,151
Brooklyn,Private room,40.68442,-73.95639,2,6,0.12,1,0,50
Brooklyn,Shared room,40.65175,-73.96208,10,1,1.0,3,299,25
Brooklyn,Private room,40.6687,-73.93628,5,0,0.0,1,0,50
Brooklyn,Entire home/apt,40.71109,-73.96191,2,1,1.0,1,296,100
Staten Island,Private room,40.63516,-74.07735,2,137,3.17,3,340,52
Manhattan,Entire home/apt,40.71661,-73.99275,30,1,1.0,1,339,176
Brooklyn,Private room,40.72679,-73.94838,2,51,1.52,1,0,55
Bronx,Entire home/apt,40.88579,-73.91599,7,2,0.04,1,338,250
Manhattan,Private room,40.79218,-73.95076,2,57,0.78,4,251,65
Brooklyn,Private room,40.70188,-73.92062,4,17,0.76,1,0,90
Brooklyn,Entire home/apt,40.64801,-73.95623,4,51,0.97,2,306,80
Manhattan,Private room,40.71197,-73.99019,1,1,1.0,1,50,70
Queens,Private room,40.75633,-73.92777,3,5,0.24,1,0,70
Manhattan,Entire home/apt,40.80439,-73.96755,2,16,1.51,1,1,120
Brooklyn,Private room,40.71481,-73.96262,8,6,0.13,3,0,89
Manhattan,Entire home/apt,40.82661,-73.94165,4,6,0.17,1,27,100
Brooklyn,Private room,40.70463,-73.92428,2,2,0.09,1,0,70
Manhattan,Entire home/apt,40.74653,-73.98717,1,4,0.3,17,215,208
Manhattan,Entire home/apt,40.80799,-73.94158,7,1,0.09,1,26,100
Manhattan,Private room,40.78858,-73.94947,1,1,0.04,1,0,100
Brooklyn,Private room,40.7109,-73.96478,30,43,3.72,2,365,109
Bronx,Private room,40.85791,-73.89528,2,24,2.73,1,211,39
Queens,Private room,40.72637,-73.86829,3,1,0.16,1,89,60
Brooklyn,Private room,40.68949,-73.90588,1,1,0.24,1,0,36
Manhattan,Private room,40.7487,-73.99678,1,42,5.06,1,23,100
Brooklyn,Private room,40.69453,-73.93053,3,0,0.0,1,93,150
Manhattan,Private room,40.80269,-73.96459,1,0,0.0,2,0,85
Queens,Private room,40.77472,-73.90993,1,2,0.05,1,0,35
Brooklyn,Entire home/apt,40.70005,-73.95101,1,1,0.11,1,88,260
Manhattan,Private room,40.77287,-73.95897,2,0,0.0,1,88,175
Manhattan,Private room,40.78365,-73.94723,3,8,2.4,9,50,80
Queens,Entire home/apt,40.67546,-73.7974,2,27,4.4,1,182,65
Manhattan,Private room,40.70668,-74.00727,3,10,0.99,1,48,180
Manhattan,Entire home/apt,40.76483,-73.96675,30,1,0.09,6,240,225
Manhattan,Private room,40.76391,-73.98071,1,0,0.0,8,0,250
Brooklyn,Private room,40.6783,-73.99419,1,5,0.13,1,0,90
Queens,Private room,40.70055,-73.91013,2,47,3.29,3,159,45
Brooklyn,Entire home/apt,40.70808,-73.93964,1,2,0.13,1,0,124
Manhattan,Private room,40.75284,-74.00138,2,251,3.15,1,157,179
Manhattan,Entire home/apt,40.76545,-73.98156,30,1,0.23,121,351,239
Manhattan,Entire home/apt,40.75506,-73.96887,1,0,0.0,1,0,250
Manhattan,Entire home/apt,40.74653,-73.98481,29,0,0.0,96,250,209
Manhattan,Entire home/apt,40.72858,-73.99951,1,20,0.33,1,0,190
Brooklyn,Private room,40.68581,-73.91176,1,18,2.14,8,179,58
Queens,Entire home/apt,40.59606,-73.77882,1,19,0.54,1,361,180
Brooklyn,Private room,40.71312,-73.9517,2,4,0.28,1,0,80
Manhattan,Entire home/apt,40.72849,-73.98041,2,111,4.44,1,28,249
Brooklyn,Entire home/apt,40.65038,-74.00551,3,25,0.73,1,12,99
Manhattan,Entire home/apt,40.80211,-73.94573,5,42,0.97,1,281,165
Queens,Entire home/apt,40.74707,-73.9235,30,3,0.44,1,109,80
Brooklyn,Entire home/apt,40.70236,-73.92232,5,2,0.06,1,0,185
Brooklyn,Entire home/apt,40.64895,-73.95758,4,15,0.18,1,365,140
Bronx,Entire home/apt,40.85306,-73.78948,2,42,1.76,1,168,85
Brooklyn,Entire home/apt,40.67996,-73.98027,3,2,0.05,1,0,68
Brooklyn,Private room,40.73547,-73.9545,28,9,0.37,1,332,45
Brooklyn,Private room,40.70012,-73.92777,2,3,0.33,1,0,80
Manhattan,Entire home/apt,40.72903,-73.98938,3,12,0.32,1,58,330
Manhattan,Entire home/apt,40.7311,-73.99913,30,19,0.23,1,259,165
Manhattan,Private room,40.80704,-73.95134,3,11,3.79,1,20,105
Brooklyn,Entire home/apt,40.68652,-73.95031,2,60,1.0,1,156,120
Brooklyn,Private room,40.70192,-73.92928,1,7,0.15,1,0,45
Manhattan,Entire home/apt,40.7278,-73.97997,1,2,0.05,1,0,175
Manhattan,Entire home/apt,40.76882,-73.98699,30,10,0.18,52,323,110
Brooklyn,Entire home/apt,40.69986,-73.9298,3,30,0.54,1,0,159
Brooklyn,Entire home/apt,40.71933,-73.95993,1,157,4.58,1,155,259
Manhattan,Entire home/apt,40.81038,-73.93809,3,3,0.16,1,0,100
Brooklyn,Entire home/apt,40.6468,-73.9508,5,83,2.5,1,31,100
Bronx,Entire home/apt,40.81869,-73.82233,2,3,3.0,1,120,99
Queens,Private room,40.73058,-73.86963,3,14,2.07,4,8,40
Manhattan,Entire home/apt,40.71813,-74.00538,1,35,1.84,1,141,325
Manhattan,Private room,40.84505,-73.93779,1,23,5.95,3,217,45
Manhattan,Entire home/apt,40.74471,-73.98027,30,4,0.32,91,346,125
Manhattan,Private room,40.73046,-73.98589,5,8,0.85,1,51,79
Queens,Private room,40.74965,-73.89344,5,56,0.66,3,365,54
Queens,Entire home/apt,40.76222,-73.91861,3,10,3.85,1,206,360
Manhattan,Private room,40.74433,-73.97769,2,10,0.22,1,256,125
Brooklyn,Entire home/apt,40.68476,-73.92975,1,142,2.63,1,318,59
Brooklyn,Private room,40.68098,-73.92706,1,12,0.69,1,358,72
Manhattan,Entire home/apt,40.73539,-73.99547,5,45,2.36,1,203,485
Manhattan,Entire home/apt,40.73933,-74.00241,60,4,0.12,1,0,250
Manhattan,Entire home/apt,40.74957,-73.97683,30,1,1.0,50,332,111
Brooklyn,Private room,40.68237,-73.92258,2,92,3.17,2,139,68
Manhattan,Entire home/apt,40.79952,-73.93764,3,4,0.17,1,7,240
Queens,Private room,40.77945,-73.82029,1,35,3.87,3,86,35
Manhattan,Private room,40.76636,-73.98634,3,160,2.36,1,133,99
Queens,Private room,40.756,-73.87756,1,1,0.73,2,355,77
